회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
이스트소프트,047560,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W",7/1/2008,12월,정상원,,서울특별시
이에스브이,223310,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, 로봇청소기, 드론",12/24/2015,12월,강조셉정환,http://www.esv.co.kr,경기도
이젠텍,033600,자동차 신품 부품 제조업,김치냉장고부품,11/21/2000,12월,이배근,http://www.ezentech.co.kr,경기도
이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업",Smart Phonics 등(외국어 어학교재),4/27/2011,12월,황경호,,서울특별시
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",무정전전원장치,12/29/1994,12월,윤상돈,http://www.eti21.com,서울특별시
인터로조,119610,사진장비 및 광학기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",7/28/2010,12월,노시철,http://interojo.com,경기도
인터파크홀딩스,035080,기타 금융업,지주회사,7/5/1999,12월,이 기 형,http://www.interpark.com,서울특별시
인트로메딕,150840,의료용 기기 제조업,"캡슐내시경, 일회용 연성내시경",12/19/2013,12월,심한보 대표이사,http://www.intromedic.co.kr,서울특별시
잉크테크,049550,기타 화학제품 제조업,"잉크젯 프린터용 잉크카트리지, 재충전 잉크",2/28/2002,12월,정광춘,http://www.inktec.com,경기도
장원테크,174880,통신 및 방송 장비 제조업,스마트폰 및 태블릿PC Bracket,7/15/2016,12월,박세혁,,경상북도
정다운,208140,"도축, 육류 가공 및 저장 처리업",기업 인수 및 합병,12/17/2014,12월,김 선 철,,전라남도
정상제이엘에스,040420,일반 교습 학원,어학교육업,8/1/2000,12월,이종현,http://www.gojls.com,서울특별시
제룡전기,033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기",8/18/1997,12월,박종태,http://www.cheryong.co.kr,서울특별시
제미니투자,019570,신탁업 및 집합투자업,금융투자,3/14/1989,03월,정진식,http://www.geminivc.co.kr,서울특별시
제이스테판,096690,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터",12/1/2010,12월,이준민,http://miniprinter.com,경기도
제이스텍,090470,특수 목적용 기계 제조업,기계장비(디스플레이장비),1/10/2007,12월,정재송,http://www.astjetec.co.kr,인천광역시
제이웨이,058420,"영화, 비디오물, 방송프로그램 제작 및 배급업","VOD서비스, 대리운전프로그램",1/10/2002,12월,"이인범,박인홍(각자대표이사)",jway.kr,광주광역시
제일제강,023440,1차 철강 제조업,"연강선재, 경강선재, CHQ외",10/7/1994,12월,김홍택,http://www.jeilsteel.co.kr,경기도
지디,155960,전자부품 제조업,디스플레이 패널 식각 서비스,2/13/2013,12월,신원호,http://www.g-display.com,충청북도
지스마트글로벌,114570,반도체 제조업,CMOS 이미지센서,2/4/2010,12월,이기성,,서울특별시
카테아,026260,상품 종합 도매업,컴퓨터VGA보드,9/24/1996,12월,조현상,http://www.idn.co.kr,서울특별시
컬러레이,900310,회사 본부 및 경영 컨설팅 서비스업,화장품용 진주광택안료,8/10/2017,12월,줘중비아오,http://www.coloray.co.kr,홍콩
케이비제11호스팩,258790,금융 지원 서비스업,기업인수 및 합병,4/27/2017,12월,채규운,,서울특별시
케이비제9호스팩,232270,금융 지원 서비스업,기업인수,2/29/2016,12월,최웅,,서울특별시
케이엠,083550,기타 섬유제품 제조업,클린룸용Wiper,12/20/2005,12월,신병순,http://kmbiz.com,강원도
케이프,064820,선박 및 보트 건조업,선박엔진용실린더라이너,5/29/2007,12월,정 형 석,http://www.cape.co.kr,경상남도
켐온,217600,자연과학 및 공학 연구개발업,비임상연구시험대행,6/26/2015,12월,송시환,http://www.chemon.co.kr,경기도
코데즈컴바인,047770,봉제의복 제조업,패션의류,9/18/2001,12월,"김보선, 송영탁(각자대표)",http://www.codes-combine.co.kr,서울특별시
코렌,078650,사진장비 및 광학기기 제조업,카메라폰용 렌즈,10/22/2010,12월,이종진,http://www.kolen.com,경기도
코맥스,036690,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비",1/18/2000,12월,변봉덕,http://www.commax.com,경기도
코아시아홀딩스,045970,"그외 기타 전문, 과학 및 기술 서비스업",디지털 컨텐츠 저작솔루션 판매 사업,8/3/2000,12월,이희준,http://www.bsecm.com,인천광역시
코텍,052330,영상 및 음향기기 제조업,"Touch Screen Monitor, 산업용 CRT Monitor",7/10/2001,12월,김영달,http://www.kortek.co.kr,인천광역시
큐로컴,040350,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",1/10/2002,12월,조중기,http://www.curocom.com,서울특별시
큐리언트,115180,자연과학 및 공학 연구개발업,저분자 혁신신약,2/29/2016,12월,남기연,http://www.qurient.com,경기도
크리스탈신소재,900250,기타 금융업,"합성운모 플레이크, 파우더, 테이프",1/28/2016,12월,다이자룽,http://www.crystalnewmaterial.com,케이맨 제도
타이거일렉,219130,전자부품 제조업,인쇄회로기판 제조업,9/25/2015,12월,이경섭,http://www.tigerelec.com,인천광역시
테라셈,182690,반도체 제조업,이미지센서 패키징,10/30/2014,12월,서성기,http://www.terrasem.com,충청북도
테스나,131970,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,10/22/2013,12월,이종도,http://www.tesna.co.kr,경기도
티에스이,131290,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment",1/5/2011,12월,"권상준, 김철호",http://www.tse21.com,충청남도
티플랙스,081150,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매",4/23/2009,12월,김영국,http://www.tplex.co.kr,경기도
팅크웨어,084730,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스",5/19/2006,12월,이흥복,http://www.thinkware.co.kr,경기도
파버나인,177830,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",8/4/2014,12월,이제훈,http://www.pavonine.net,인천광역시
파인테크닉스,106240,통신 및 방송 장비 제조업,"휴대폰부품, 소형LCD부품, LED조명기기",3/16/2009,12월,최정혁,http://www.finetechnix.com,경기도
포메탈,119500,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품",9/17/2010,12월,"오세원, 오호석(각자대표이사)",http://www.formetal.co.kr,충청남도
포스코엠텍,009520,1차 철강 제조업,철강포장용역 및 Al탈산제 생산,11/10/1997,12월,이희명,http://www.poscomtech.com,경상북도
프럼파스트,035200,플라스틱제품 제조업,주택건설용 플라스틱 배관,1/15/2002,12월,원재희,http://www.plumbfast.co.kr,대전광역시
피제이메탈,128660,1차 비철금속 제조업,"탈산제, 조재제",12/13/2010,12월,원경연,,서울특별시
하나금융10호스팩,270520,금융 지원 서비스업,-,8/22/2017,12월,이방호,,서울특별시
하나금융7호SPAC,230240,금융 지원 서비스업,기업인수합병,12/16/2015,12월,홍충희,,서울특별시
하나금융9호스팩,261200,금융 지원 서비스업,기업 인수합병,6/26/2017,12월,조상현,,서울특별시
하나머스트4호스팩,215100,금융 지원 서비스업,기업인수합병,4/22/2015,12월,이일근,,서울특별시
하림,136480,"도축, 육류 가공 및 저장 처리업","육계, 육계가공식품",5/2/2011,12월,"김홍국, 이문용, 이강수(각자대표)",,전라북도
하이셈,200470,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트,12/26/2014,12월,장성호,http://www.hisem.co.kr,경기도
한국캐피탈,023760,기타 금융업,리스수수료,11/7/1994,12월,이상춘,http://www.hkcapital.co.kr,대전광역시
한국큐빅,021650,플라스틱제품 제조업,Curl Fit(표면처리사업),1/24/2003,12월,오봉균,http://www.cubic.co.kr,경기도
한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업",카톤팩,12/21/1999,12월,"단재완, 이명신",http://www.hkpak.co.kr,경기도
한빛소프트,047080,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션",1/10/2002,12월,김유라,http://www.hanbitsoft.co.kr,서울특별시
한컴MDS,086960,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어",9/26/2006,12월,장명섭,http://www.mdstec.com,경기도
한화에이스스팩3호,264290,금융 지원 서비스업,기업인수합병,5/2/2017,12월,장승훈,http://hanwha-ace-spac3.co.kr,서울특별시
현성바이탈,204990,기타 식품 제조업,"건강식품, 수소수기 등",12/9/2016,12월,신지윤,http://www.hsvital.com,서울특별시
현우산업,092300,전자부품 제조업,인쇄회로판(PCB),10/24/2007,12월,문병선,,인천광역시
휴맥스홀딩스,028080,기타 금융업,위성방송수신기,4/16/1997,12월,변대규,http://www.humaxdigital.com,경기도
휴비츠,065510,의료용 기기 제조업,"자동검안기, 자동렌즈미터",10/31/2003,12월,김현수,http://www.huvitz.com,경기도
KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품,5/31/2016,12월,이강주,http://www.kccond.co.kr,경기도
SGA임베디드,224880,소프트웨어 개발 및 공급업,임베디드 소프트웨어 및 하드웨어,5/23/2017,12월,구천열,http://www.sgaemb.kr,서울특별시
그린플러스,186230,1차 비철금속 제조업,"알루미늄 압출 및 가공제품, 첨단유리온실, 식물재배시스템",12/20/2013,12월,박영환,http://www.greenplus.co.kr,충청남도
드림티엔터테인먼트,220110,"그외 기타 전문, 과학 및 기술 서비스업","매니지먼트, 음반(음원)",6/24/2015,12월,이종석,http://www.dreamteaent.co.kr,서울특별시
바이오씨앤디,217950,자연과학 및 공학 연구개발업,"의약품 연구개발, 컨설팅",11/5/2015,12월,송동호,http://www.biocnd.com,경기도
바이옵트로,222160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB 전기 검사기, Screw 자동 체결기",3/10/2016,03월,김완수,http://www.bioptro.co.kr,경기도
뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등,6/9/2017,12월,이재원,http://www.redwoods.co.kr,서울특별시
엄지하우스,224810,실내건축 및 건축마무리 공사업,"실내건축업, 분양공사 및 디자인 설계",10/21/2015,12월,"정재호, 손기근",http://www.eomjihouse.co.kr,서울특별시
위월드,140660,통신 및 방송 장비 제조업,"이동위성통신안테나, 위성방송시스템",12/26/2013,12월,박찬구,http://www.wiworld.co.kr,대전광역시
유쎌,252370,기타 화학제품 제조업,바이오셀룰로오스 마스크팩,9/29/2016,12월,차재영,http://www.youcel.co.kr,전라북도
큐엠씨,136660,특수 목적용 기계 제조업,"반도체, LED, FPD 제조 및 검사 장비",7/1/2014,12월,유병소,http://www.iqmc.co.kr,경기도
티에스아이,277880,특수 목적용 기계 제조업,2차전지 Mixing System,10/30/2017,12월,표인식,http://www.taesungind.co.kr,경기도
티케이씨,191600,전자부품 제조업,,8/5/2016,12월,김상봉,http://www.e-tkc.com,인천광역시
패션플랫폼,256090,봉제의복 제조업,"여성의류(레노마레이디, 보니스팍스)",12/20/2016,12월,박원희,http://www.renomalady.com,서울특별시
피엔아이시스템,242350,"영화, 비디오물, 방송프로그램 제작 및 배급업","3D 애니메이션, 3D VR 시뮬레이터 및 콘텐츠",12/22/2016,12월,신재중,http://www.pnisys.com,제주특별자치도
AJ렌터카,068400,운송장비 임대업,승용자동차 임대,7/27/2012,12월,윤규선,http://www.ajrentacar.co.kr,서울특별시
BGF리테일,027410,종합 소매업,연쇄화 편의점,5/19/2014,12월,이건준,http://www.bgfretail.com,서울특별시
CJ대한통운,000120,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",7/2/1956,12월,"박근태, 손관수(각자대표)",http://www.cjlogistics.com,서울특별시
F&F,007700,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",10/4/1984,12월,김창수,http://www.fnf.co.kr,서울특별시
KGP,109070,"골판지, 종이 상자 및 종이용기 제조업","크라프트지,박엽지",3/17/2009,12월,"최우식, 곽종윤",http://www.k-paper.kr,경기도
KTB투자증권,030210,금융 지원 서비스업,"금융업, 서비스, 부동산",11/19/1996,12월,"권성문, 이병철, 최석종",http://www.ktb.co.kr,서울특별시
LG이노텍,011070,전자부품 제조업,기타 전자부품 제조업,7/24/2008,12월,박종석,http://www.lginnotek.co.kr,서울특별시
LG화학,051910,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",4/25/2001,12월,박진수,http://www.lgchem.com,서울특별시
LIG넥스원,079550,무기 및 총포탄 제조업,정밀유도무기 등,10/2/2015,12월,권희원,http://www.lignex1.com,경기도
LS,006260,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",6/30/1977,12월,이광우,http://www.lsholdings.co.kr,서울특별시
LS산전,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",7/11/1994,12월,"구자균, 박용상",http://www.lsis.biz/,경기도
S&T중공업,003570,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",7/8/1976,12월,권정원,http://www.hisntd.com,경상남도
SG충방,001380,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",6/29/1976,12월,이의범,http://www.sgchoongbang.com,충청남도
